"","X882100.WI","X882101.WI","X882102.WI","X882103.WI","X882104.WI","X882105.WI","X882106.WI","X882107.WI","X882108.WI","X882109.WI","X882110.WI","X882111.WI","X882112.WI","X882113.WI","X882114.WI","X882115.WI","X882116.WI","X882117.WI","X882118.WI","X882119.WI","X882120.WI","X882121.WI","X882122.WI","X882123.WI","X882100.WI.1","X882101.WI.1","X882102.WI.1","X882103.WI.1","X882104.WI.1","X882105.WI.1","X882106.WI.1","X882107.WI.1","X882108.WI.1","X882109.WI.1","X882110.WI.1","X882111.WI.1","X882112.WI.1","X882113.WI.1","X882114.WI.1","X882115.WI.1","X882116.WI.1","X882117.WI.1","X882118.WI.1","X882119.WI.1","X882120.WI.1","X882121.WI.1","X882122.WI.1","X882123.WI.1"
"882110.WI",-0.356176473033801,0.636914106387356,0.955167408720056,0.951685890951029,0.347568769100784,0.965333305639121,0.965570816438338,0.910496625495374,0.883749445882612,0.903202783301632,1,0.81112510501471,0.78478556562803,0.965663780659894,0.959842402367007,0.76063160238741,0.419836089725914,-0.17657280180097,0.774692561500435,0.883005642153089,0.952740710823097,0.886567068092191,0.501696458297453,0.844028723120314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882111.WI",0.0774145303969571,0.71249474144706,0.770703876149763,0.778752535710635,-0.110950760214879,0.790355542082674,0.793866961161792,0.700333698603053,0.607159361265259,0.772680763182646,0.81112510501471,1,0.849506729806757,0.843055727563245,0.848317962844687,0.781775605692192,0.153515986062057,-0.331468323835304,0.573150350699122,0.562074807784075,0.720804257736092,0.63307115417798,0.249027860609876,0.58950801109328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882112.WI",-0.0897849940044252,0.523739300938156,0.710132349877725,0.847371836688663,-0.0820482554952749,0.81012852870169,0.79367630872583,0.699644699967596,0.751746731371688,0.673329730237281,0.78478556562803,0.849506729806757,1,0.865335259251294,0.899234409627598,0.814414590026749,0.236295265025368,-0.291034962879387,0.633544654633847,0.61542496765122,0.750548762472837,0.602475128993148,0.328735041816648,0.663352537266647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882113.WI",-0.293896965503506,0.605296428253129,0.918440369413179,0.961145836148133,0.203878632517699,0.952835302929731,0.948901028615377,0.86998666428098,0.902212512881669,0.851072429166557,0.965663780659894,0.843055727563245,0.865335259251294,1,0.977383658524651,0.787714387182359,0.388369186022799,-0.23301236271717,0.749152957276591,0.841531987869101,0.923269960065897,0.83030466820965,0.478386160449189,0.813771356671374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882114.WI",-0.318424856108596,0.586653098804355,0.914807059024764,0.979067295179929,0.229104907098544,0.965935936349809,0.968019198948303,0.909339428678196,0.903642491849763,0.849578912051925,0.959842402367007,0.848317962844687,0.899234409627598,0.977383658524651,1,0.857282979061407,0.412965518218624,-0.220427894006918,0.812557901325309,0.862060951872444,0.945563731505226,0.809515718809667,0.493115606596659,0.857889615465985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882115.WI",-0.146914340509561,0.445256862121322,0.718126522350839,0.799947166990231,0.0670474850180176,0.823691846191417,0.818745581250216,0.782761219311311,0.701671630721159,0.665150058030401,0.76063160238741,0.781775605692192,0.814414590026749,0.787714387182359,0.857282979061407,1,0.468893784016242,-0.237924459123709,0.795773429240748,0.693607572621952,0.757841466547233,0.513878085963485,0.40451611109954,0.735170105939231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882116.WI",-0.236991837859054,0.209895483252058,0.495753711083655,0.411271182958678,0.519671146314907,0.449926263600785,0.479394065812428,0.461491599885985,0.461624541575713,0.40138585658685,0.419836089725914,0.153515986062057,0.236295265025368,0.388369186022799,0.412965518218624,0.468893784016242,1,-0.256052308998514,0.647684413158475,0.579072672005767,0.433565536669434,0.190838277208153,0.607315766353894,0.673732288782381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882117.WI",-0.42212480020185,-0.527982643952074,-0.267734799307286,-0.120070356049736,-0.0104287573611999,-0.16993769715053,-0.206946430195747,-0.073795859821976,-0.106294728796654,-0.346049101194339,-0.17657280180097,-0.331468323835304,-0.291034962879387,-0.23301236271717,-0.220427894006918,-0.237924459123709,-0.256052308998514,1,-0.18205998471138,-0.0188453501448869,-0.10439034798217,0.00162221449483867,-0.411314291072949,-0.245640269843954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882118.WI",-0.383635820984041,0.518697464724145,0.830305567658185,0.813078598814834,0.49373254716581,0.851403544770499,0.873933177521591,0.913395785306115,0.763618137496383,0.767372565553783,0.774692561500435,0.573150350699122,0.633544654633847,0.749152957276591,0.812557901325309,0.795773429240748,0.647684413158475,-0.18205998471138,1,0.867675246482283,0.850716118869946,0.629977638585201,0.533404785863975,0.870132001864561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882119.WI",-0.627921408012639,0.442083623231514,0.893981071031448,0.907988812079126,0.601202491203942,0.896903994169253,0.928976272646446,0.951393184175398,0.900501729342664,0.798172734904012,0.883005642153089,0.562074807784075,0.61542496765122,0.841531987869101,0.862060951872444,0.693607572621952,0.579072672005767,-0.0188453501448869,0.867675246482283,1,0.957066796761148,0.828722444570733,0.602762374357282,0.888169208212484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882120.WI",-0.511165920968546,0.575277114620332,0.941868333948794,0.967539521765731,0.463677596126886,0.966588975894292,0.980980922061728,0.97055817113725,0.916461407839496,0.877570144318965,0.952740710823097,0.720804257736092,0.750548762472837,0.923269960065897,0.945563731505226,0.757841466547233,0.433565536669434,-0.10439034798217,0.850716118869946,0.957066796761148,1,0.908819382874012,0.529055451076513,0.866959316909003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882121.WI",-0.507243105565131,0.595916325435931,0.871261420465255,0.854895266709214,0.424945349923035,0.868208368916138,0.857232703203994,0.835856219735524,0.792759079594223,0.838829987606749,0.886567068092191,0.63307115417798,0.602475128993148,0.83030466820965,0.809515718809667,0.513878085963485,0.190838277208153,0.00162221449483867,0.629977638585201,0.828722444570733,0.908819382874012,1,0.361926488930608,0.654946632214859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882122.WI",-0.192955082584199,0.300609310640747,0.557580337026249,0.514503146635969,0.554358615550797,0.464770534032183,0.530042775370019,0.493377633219657,0.621279756571692,0.514054433430968,0.501696458297453,0.249027860609876,0.328735041816648,0.478386160449189,0.493115606596659,0.40451611109954,0.607315766353894,-0.411314291072949,0.533404785863975,0.602762374357282,0.529055451076513,0.361926488930608,1,0.689488483772167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882123.WI",-0.435394339610355,0.448354485118522,0.861831917273542,0.862467872194398,0.55352288535979,0.83363599806532,0.883955663820703,0.869691346737155,0.846309056456516,0.759739548307506,0.844028723120314,0.58950801109328,0.663352537266647,0.813771356671374,0.857889615465985,0.735170105939231,0.673732288782381,-0.245640269843954,0.870132001864561,0.888169208212484,0.866959316909003,0.654946632214859,0.689488483772167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
